PDB code,Resolution,Clashscore,Rotamer outliers [%],Ramachandran outliers [%],RSRZ outliers [%],Year,Contains protein,R [%],R free [%],Deposition date,Journal,ISSN,Q1,Q1_min,Q1 percentile,Q1_min percentile
1d93,2.15,47.81,,,3.1104558859862053,1992.0,False,22.028429069081135,26.905640063082764,1992-10-17,BIOCHEMISTRY,0006-2960,0.16505202726946536,0.04305705059203445,0.05130965195550771,0.11356297093649086
1d92,2.25,3.95,,,1.198061315067804,1992.0,False,19.76699480626202,24.104309113756052,1992-10-17,J MOL BIOL,0022-2836,0.5246382011721086,0.36706135629709363,0.5278076785073555,0.6858629350556154
1da2,1.7,23.94,,,2.353652431403013,1992.0,False,19.314662034204638,23.460946766425103,1992-10-17,J MOL BIOL,0022-2836,0.33835665590240405,0.1356297093649085,0.2091855041263007,0.3225690706853247
1da0,1.5,19.61,,,2.283009467232496,1992.0,False,18.47437352189027,22.38549742641374,1992-10-17,J MOL BIOL,0022-2836,0.39020452099031216,0.18066020810907787,0.29081449587369934,0.4124506637961966
1d96,2.0,10.97,,,1.6358842764264878,1992.0,False,19.44099538123404,23.66195961119922,1992-10-17,NATURE,0028-0836,0.4299126898696328,0.3293864370290635,0.35880875493362036,0.6340150699677072
1d97,2.17,45.33,,,2.9942459431333077,1992.0,False,21.942736285857876,26.801850526272062,1992-10-17,J MOL BIOL,0022-2836,0.17186939361320416,0.048797990670972374,0.05489773950484392,0.1286329386437029
1d53,1.5,155.08,,,5.980087777425368,1992.0,False,22.5,28.652049331938407,1992-11-05,BIOCHEMISTRY,0006-2960,0.0741538093529482,0.001794043774668102,0.012917115177610334,0.0046645138141370645
1da3,2.0,21.88,,,0.0,1992.0,False,19.66933667757081,24.128696026839044,1992-11-09,J MOL BIOL,0022-2836,0.4698600645855759,0.1548259777538572,0.43021169716541086,0.3606027987082885
111d,2.25,18.37,,,1.8392128674966841,1993.0,False,20.611273371433136,25.116617259265748,1993-01-04,J MOL BIOL,0022-2836,0.3132400430570506,0.2005740940078938,0.17545748116254037,0.4474345174022246
114d,2.5,23.75,,,1.9261412164529474,1993.0,False,21.65974044741833,26.458571100328218,1993-01-04,NUCLEIC ACIDS RES,0305-1048,0.2415978949886377,0.13850017940437748,0.10261930391101542,0.32884822389666307
113d,2.5,15.75,,,1.5875919839917003,1993.0,False,21.19363228551046,25.878181204518143,1993-01-04,J BIOL CHEM,0021-9258,0.30905394091615834,0.2468604233943308,0.17133118048080373,0.5161463939720129
112d,2.5,10.5,,,1.3654190501890042,1993.0,False,20.887748804258415,25.497300335392776,1993-01-04,PNAS,0027-8424,0.3741179284774549,0.3570147111589523,0.2640832436311446,0.6715105848582705
1da9,1.7,7.81,,,0.0,1993.0,False,18.02757936425695,21.974316026287145,1993-01-21,ACTA CRYST D,0907-4449,0.6473507953594068,0.47488338715464656,0.7606745604592752,0.7804090419806243
110d,1.9,3.94,,,0.0,1993.0,False,18.44813126109213,22.501604671928114,1993-01-21,ACTA CRYST D,0907-4449,0.6962085874895347,0.6637961966271977,0.8263365626121277,0.8878722640832436
116d,2.5,13.19,,,0.0,1993.0,False,20.768482239630508,25.473621292216343,1993-02-10,J MOL BIOL,0022-2836,0.46537495514890564,0.2945819878005023,0.4207032651596699,0.5868317186939361
117d,2.55,21.11,,,0.0,1993.0,False,21.32468226428952,26.197723616541687,1993-02-10,NUCLEIC ACIDS RES,0305-1048,0.39767970338476255,0.16361679224973089,0.30731969860064584,0.3796196627197704
118d,1.64,11.9,,,0.0,1993.0,False,18.05006760626334,22.011323648873702,1993-02-11,BIOCHEMISTRY,0006-2960,0.5993900251166129,0.334589163975601,0.6768927161822749,0.6420882669537137
115d,1.7,4.05,,,1.542850963113679,1993.0,False,18.159919219993306,21.98410774627929,1993-02-12,J BIOMOL STRUCT DYN,0739-1102,0.5808515727783757,0.3376390383925368,0.6460351632579835,0.647470398277718
2des,1.5,24.16,,,0.0,1993.0,False,18.240417553454833,22.27871868114471,1993-03-16,J MOL BIOL,0022-2836,0.5250568113861979,0.1320416218155723,0.5290635091496233,0.3130606386795838
119d,2.25,17.08,,,0.0,1993.0,False,20.19470445941053,24.751367255419744,1993-04-14,J MOL BIOL,0022-2836,0.4680062193517522,0.22246142805884464,0.4251883745963401,0.48277717976318624
121d,2.2,26.96,,,1.6176527730259807,1993.0,False,19.8,24.4770490056409,1993-04-14,BIOCHEMISTRY,0006-2960,0.31551249850496355,0.11445999282382491,0.1797631862217438,0.2798708288482239
123d,1.7,3.18,,,2.027686190676171,1993.0,False,19.1,22.83314644603528,1993-05-03,ACTA CRYST D,0907-4449,0.5620739146035163,0.2888410477215644,0.6106925008970219,0.5803731611051309
122d,1.7,12.72,,,1.9097536937935615,1993.0,False,18.665063940460982,22.613105295863477,1993-05-03,ACTA CRYST D,0907-4449,0.4370290635091496,0.2988876928597058,0.3710082526013635,0.5941872981700753
126d,2.0,19.23,,,0.0,1993.0,False,19.53261748450327,23.9131562584575,1993-06-14,PNAS,0027-8424,0.48905633297452455,0.18729817007534985,0.4682454251883746,0.422497308934338
131d,1.0,13.36,,,2.3309264600374604,1993.0,False,16.644326449527597,19.994939906363747,1993-06-18,BIOCHEMISTRY,0006-2960,0.4715943069010884,0.2601363473268748,0.4332615715823466,0.5353426623609616
127d,2.0,54.12,,,3.492850759931841,1993.0,False,21.95918488285684,26.75859297003687,1993-06-30,EMBO J,0261-4189,0.16026791053701708,0.035163257983494796,0.04843918191603875,0.09454610692500898
128d,2.5,143.03,,,6.973910272450247,1993.0,False,28.609413141464863,35.112184446856546,1993-06-30,EMBO J,0261-4189,0.02978112665949049,0.002152852529601722,0.0023322569070685323,0.0057409400789379264
129d,2.25,64.63,,,3.7968738042038837,1993.0,False,23.30654381766547,28.472721831787556,1993-06-30,EMBO J,0261-4189,0.10847984690826457,0.024040186580552566,0.024398995335486187,0.06458557588805167
130d,2.5,106.97,,,5.447899607131141,1993.0,False,26.50843060166509,32.4960769914926,1993-06-30,EMBO J,0261-4189,0.04688434397799307,0.006458557588805167,0.005382131324004306,0.017222820236813777
2d94,1.7,3.98,,,1.5398886573296409,1993.0,False,18.155840773576614,21.979029334690956,1993-07-13,NATURE,0028-0836,0.5834230355220668,0.3401506996770721,0.6501614639397201,0.6519555077143883
2d95,2.0,23.9,,,2.213981034309448,1993.0,False,20.19846130124982,24.566170138614286,1993-07-13,ACTA CRYST B,0108-7681,0.3012797512259299,0.13706494438464298,0.16110513096519555,0.32561894510226047
1prp,2.1,2.5,,,0.0,1993.0,False,17.4,21.703318778380606,1993-07-23,BIOCHEMISTRY,0006-2960,0.7491328788422438,0.7104413347685683,0.8909221385001794,0.9535342662360962
133d,1.8,10.47,,,0.0,1993.0,False,18.47106264002405,22.54418002264855,1993-07-29,NUCLEIC ACIDS RES,0305-1048,0.5990312163616792,0.3783638320775027,0.6749192680301399,0.6996770721205597
138d,1.8,0.0,,,0.0,1993.0,False,18.3,22.183095067778545,1993-09-15,BIOCHEMISTRY,0006-2960,0.7984690826456166,0.7104413347685683,0.940437746681019,0.9535342662360962
137d,1.7,1.59,,,0.0,1993.0,False,18.5,22.296164042357358,1993-09-15,BIOCHEMISTRY,0006-2960,0.7546346130845593,0.7104413347685683,0.8984571223537854,0.9535342662360962
144d,2.25,96.27,,,5.135836018588151,1993.0,False,25.15000159801115,30.76816386971643,1993-10-26,BIOCHEMISTRY,0006-2960,0.05824662121755771,0.007893792608539648,0.007893792608539648,0.021169716541083603
145d,1.25,6.89,,,0.0,1993.0,False,16.59271876198008,20.146321381643876,1993-11-11,BIOCHEMISTRY,0006-2960,0.6945341466331779,0.517043415859347,0.8234660925726588,0.8055256548259777
150d,2.25,9.13,,,0.0,1993.0,False,18.2,22.73479203393335,1993-12-02,BIOCHEMISTRY,0006-2960,0.6077024279392417,0.42375313957660565,0.6933979189092214,0.7470398277717977
151d,1.4,0.0,,,1.5403556260288838,1993.0,False,17.04194075850488,20.548315398169223,1993-12-13,BIOCHEMISTRY,0006-2960,0.7074512618107881,0.3388948690348044,0.8419447434517402,0.6499820595622533
152d,1.4,0.0,,,1.5403556260288838,1993.0,False,17.04194075850488,20.548315398169223,1993-12-13,BIOCHEMISTRY,0006-2960,0.7074512618107881,0.3388948690348044,0.8419447434517402,0.6499820595622533
154d,2.5,32.54,,,2.2981221856197536,1993.0,False,22.171876790314627,27.096274498349548,1993-12-14,BIOCHEMISTRY,0006-2960,0.1917234780528645,0.08109077861499821,0.06673842841765339,0.20613562970936491
153d,2.9,37.76,,,2.2938319440024415,1993.0,False,23.652027305322953,28.997605523173927,1993-12-16,BIOCHEMISTRY,0006-2960,0.14687238368616196,0.06602081090778615,0.03982777179763186,0.16792249730893433
255d,2.0,2.6,,,1.3125937028813652,1993.0,False,18.95744832017008,23.020882041019945,1993-12-21,NATURE,0028-0836,0.5916756368855399,0.35880875493362036,0.6637961966271977,0.6740222461428059
157d,1.8,12.92,,,0.0,1994.0,False,18.59318074172964,22.66851410302842,1994-02-01,STRUCTURE,0969-2126,0.5700873101303672,0.3008611410118407,0.6271977036239684,0.5974165769644779
158d,1.9,0.0,,,0.0,1994.0,False,18.245941458170208,22.20009681238926,1994-02-03,BIOCHEMISTRY,0006-2960,0.7977514651357493,0.7104413347685683,0.9397201291711518,0.9535342662360962
161d,1.9,0.0,,,0.0,1994.0,False,13.600000000000001,17.893844170932034,1994-02-10,J MOL BIOL,0022-2836,0.8643702906350915,0.7104413347685683,0.9856476498026552,0.9535342662360962
160d,1.65,0.0,,,0.0,1994.0,False,17.474736800172302,21.218605663498174,1994-02-10,J MOL BIOL,0022-2836,0.8195191962683889,0.7104413347685683,0.9583781844277001,0.9535342662360962
159d,1.8,0.0,,,0.0,1994.0,False,15.0,19.06284530257102,1994-02-10,NAT STRUCT MOL BIOL,1072-8368,0.8514531754574811,0.7104413347685683,0.9793684965913169,0.9535342662360962
166d,2.2,6.24,,,0.0,1994.0,False,18.9,19.8,1994-03-17,FEBS J,0014-2956,0.7102021289319459,0.5496950125583064,0.8453534266236096,0.8270541801219949
165d,1.55,12.82,,,1.9060207704946706,1994.0,False,18.0,21.800480489401778,1994-03-21,PNAS,0027-8424,0.45682334648965434,0.29996411912450666,0.405453893074991,0.596340150699677
167d,2.3,17.35,,,1.7988151993005488,1994.0,False,20.70296505154247,25.199101233088022,1994-04-04,J MOL BIOL,0022-2836,0.31772515249372085,0.21689989235737353,0.18191603875134554,0.4720129171151776
168d,2.0,4.78,,,1.4357649296445132,1994.0,False,19.08858139762213,23.145193645940203,1994-04-08,CELL CHEM BIOL,1074-5521,0.539050352828609,0.3501973448152135,0.5606386795837819,0.6630785791173305
172d,3.0,34.65,,,0.7843781207602945,1994.0,False,21.2,26.75329488063705,1994-04-18,J AM CHEM SOC,0002-7863,0.24422915919148427,0.07534983853606028,0.10584858270541801,0.19232149264442053
274d,2.3,34.19,,,2.5114613336314875,1994.0,False,21.684122732358567,26.420821963768248,1994-04-28,BIOCHEMISTRY,0006-2960,0.20368376988398518,0.07642626480086114,0.07678507355579477,0.1951919626838895
178d,2.5,14.4,,,0.0,1994.0,False,20.8276673520187,25.51531937799539,1994-05-19,BIOCHEMISTRY,0006-2960,0.454610692500897,0.27054180121994975,0.4025834230355221,0.5511302475780409
180d,2.5,68.97,,,3.8707073138576433,1994.0,False,24.298535435934788,29.705380344706718,1994-07-19,J MOL BIOL,0022-2836,0.0865327113981581,0.020631503408683173,0.017222820236813777,0.05579476139217797
296d,2.25,23.23,,,2.075798087134352,1994.0,False,20.89855268312433,25.43535947928239,1994-07-21,NUCLEIC ACIDS RES,0305-1048,0.2742494916875972,0.14280588446358092,0.1322210261930391,0.338356655902404
181d,1.6,10.61,,,1.907676298598929,1994.0,False,18.252242781249052,22.04552616470349,1994-07-22,J MOL BIOL,0022-2836,0.47320894629828975,0.2992465016146394,0.436670254754216,0.5950843200574094
182d,1.8,15.46,,,0.0,1994.0,False,24.009599140271696,30.0,1994-07-28,BIOCHEMISTRY,0006-2960,0.3461906470517881,0.07319698600645856,0.222102619303911,0.18586293505561535
183d,1.6,0.0,,,4.495025198922924,1994.0,False,23.400000000000002,26.582597180996217,1994-08-01,PNAS,0027-8424,0.4528166487262289,0.13491209185504127,0.40043057050592035,0.320416218155723
184d,1.8,8.97,,,0.0,1994.0,False,21.4,25.215168541833382,1994-08-10,STRUCTURE,0969-2126,0.5199138858988159,0.4183710082526014,0.5204520990312164,0.742913527090061
1vtu,2.2,5.32,,,1.4471317006485052,1994.0,False,19.900000000000002,24.122251324304106,1994-08-29,J AM CHEM SOC,0002-7863,0.4925248176055495,0.348762109795479,0.4747039827771798,0.6602081090778615
188d,2.2,15.94,,,1.7954443010288301,1994.0,False,20.326809753165357,24.71615085949943,1994-09-02,J MOL BIOL,0022-2836,0.3433201770123191,0.2412988876928597,0.21600287047003947,0.511302475780409
187d,2.25,7.97,,,1.430015426214517,1994.0,False,20.00945136428504,24.328265753024656,1994-09-02,J MOL BIOL,0022-2836,0.44426504006697765,0.35055615357014713,0.3828489415141729,0.663437387872264
189d,2.1,11.95,,,1.6828912752883483,1994.0,False,19.800334572572943,24.04602474451208,1994-09-02,J MOL BIOL,0022-2836,0.40449706972850147,0.32472192321492643,0.320416218155723,0.6271977036239684
190d,1.8,2.1,,,3.2546571554710226,1994.0,False,21.8,25.369869476129775,1994-09-02,BIOCHEMISTRY,0006-2960,0.4616074632221026,0.19411553641908863,0.41263006817366343,0.43738787226408327
7kci,1.95,17.978440218215326,,,2.0070716384657246,1994.0,False,19.68141970002776,23.88525331709687,1994-09-12,NATURE,0028-0836,0.35809113742375315,0.20739146035163258,0.2378902045209903,0.4583781844277
192d,1.92,2.65,,,1.269855268398132,1994.0,False,18.5,22.475344103816177,1994-09-22,J MOL BIOL,0022-2836,0.6087788542040425,0.36132041621815575,0.6957301758162899,0.6774309293146753
264d,2.44,2.46,,,0.9598505191367153,1994.0,False,20.0,24.424218317745453,1994-09-22,FEBS J,0014-2956,0.5540605190766654,0.38751345532831,0.5927520631503409,0.7104413347685683
191d,1.4,2.05,,,0.0,1994.0,False,17.7,22.5,1994-09-29,PNAS,0027-8424,0.7389068293266355,0.7104413347685683,0.8769285970577682,0.9535342662360962
195d,2.3,3.69,,,0.0,1994.0,False,16.2,20.77682977480611,1994-10-04,ACTA CRYST D,0907-4449,0.7420763066618825,0.6887334050950843,0.8797990670972372,0.8982777179763186
194d,2.3,5.28,,,0.0,1994.0,False,14.799999999999999,19.499286718201283,1994-10-04,ACTA CRYST D,0907-4449,0.7273053462504485,0.5873699318263366,0.8647290993900251,0.8484033010405454
196d,1.7,9.4,,,0.0,1994.0,False,18.10605039272628,22.04133804589548,1994-11-07,BIOCHEMISTRY,0006-2960,0.6261810788183232,0.4171151776103337,0.7264083243631144,0.7412988876928597
197d,2.19,17.79,,,1.8793636514304524,1994.0,False,20.40519689212247,24.812300357460305,1994-11-24,FEBS J,0014-2956,0.3265757684487502,0.21044133476856836,0.19429494079655543,0.4628632938643703
198d,1.97,6.73,,,1.5351758262418116,1994.0,False,19.113994141634905,23.17246668670828,1994-11-28,NUCLEIC ACIDS RES,0305-1048,0.5049037196507594,0.3408683171869394,0.4951560818083961,0.6526731252242555
100d,1.9,4.46,,,0.0,1994.0,False,14.499999999999998,18.785756979631223,1994-12-05,NUCLEIC ACIDS RES,0305-1048,0.751823944504246,0.6336562612127736,0.8955866523143164,0.8719052744886975
1sdr,2.6,3.93,,,0.0,1994.0,False,19.5,24.17792811143222,1994-12-11,J MOL BIOL,0022-2836,0.6378423633536658,0.5374955148905634,0.746681019016864,0.8198780050233225
101d,2.25,17.22,,,1.9072424696625774,1994.0,False,20.724206613545896,25.2,1994-12-14,BIOCHEMISTRY,0006-2960,0.3140772634852291,0.22138500179404377,0.17653390742734124,0.4806243272335845
102d,2.2,2.49,,,0.0,1994.0,False,15.5,19.995346738952158,1994-12-15,J MED CHEM,0022-2623,0.7800502332256908,0.7104413347685683,0.9199856476498026,0.9535342662360962
109d,2.0,6.2,,,0.0,1995.0,False,19.7,23.74538287264948,1995-02-15,NUCLEIC ACIDS RES,0305-1048,0.6172108599449827,0.5509508432005741,0.7097237172587011,0.8277717976318623
200d,1.85,2.71,,,1.8025871796403834,1995.0,False,19.0,22.3,1995-02-16,PNAS,0027-8424,0.5949647171390983,0.3118048080373161,0.669178327951202,0.6121277359167564
205d,2.64,28.87,,,0.7158607478544141,1995.0,False,19.7,24.829916759694626,1995-04-14,NAT STRUCT MOL BIOL,1072-8368,0.32113383566559023,0.10118406889128095,0.18729817007534985,0.25242195909580195
206d,2.5,16.17,,,2.1274674945416834,1995.0,False,22.1,26.64443709942387,1995-04-19,NUCLEIC ACIDS RES,0305-1048,0.2636048319578998,0.2378902045209903,0.12091855041263007,0.5059203444564048
208d,2.05,0.0,,,0.09804330285684415,1995.0,False,16.8,20.966135001385222,1995-04-26,NATURE,0028-0836,0.7267073316588926,0.4172945819878005,0.8643702906350915,0.7416576964477933
1rxa,2.9,27.89,,,2.946724079722081,1995.0,False,25.0,29.9749085170039,1995-05-05,BIOCHEMISTRY,0006-2960,0.13168281306063867,0.07427341227125941,0.03336921420882669,0.19034804449228562
1rxb,1.8,0.0,,,2.3636828386207327,1995.0,False,20.1,23.72805002901923,1995-05-05,BIOCHEMISTRY,0006-2960,0.5990910178208347,0.25905992106207393,0.6752780767850736,0.5333692142088267
1hmh,2.6,11.65,,,3.6681151954874878,1995.0,False,25.7,30.5,1995-06-06,NATURE,0028-0836,0.19226169118526493,0.062432723358449946,0.06745604592752064,0.15913168281306064
211d,1.6,21.01,,,1.3979305954401298,1995.0,False,17.0,21.05244045944431,1995-06-13,BIOCHEMISTRY,0006-2960,0.4442052386078221,0.16576964477933262,0.3824901327592393,0.38177251524937206
210d,1.35,8.55,,,1.9912843219529606,1995.0,False,17.4,20.90992340075209,1995-06-13,BIOCHEMISTRY,0006-2960,0.5185384523382371,0.29278794402583425,0.5181198421241479,0.5837818442770003
236d,1.8,26.12,,,2.4823583760515078,1995.0,False,19.748036053161833,23.898225742421452,1995-06-22,J BIOMOL STRUCT DYN,0739-1102,0.3139576605669178,0.11912450663796197,0.1761750986724076,0.2881234302116972
234d,1.8,18.45,,,2.1577742994292777,1995.0,False,19.301154852932655,23.341776929813545,1995-06-22,J BIOMOL STRUCT DYN,0739-1102,0.36963281904078454,0.20003588087549337,0.2581628991747399,0.4468963042698242
235d,1.8,16.617813715115005,,,2.0705317889479673,1995.0,False,19.17602200951947,23.191908496931465,1995-06-22,J BIOMOL STRUCT DYN,0739-1102,0.3871546465733764,0.22820236813778255,0.2870470039468963,0.492465016146394
215d,1.7,7.38,,,1.74560520296059,1995.0,False,18.362173949051773,22.158005757034278,1995-06-22,J BIOMOL STRUCT DYN,0739-1102,0.5199138858988159,0.3168281306063868,0.5204520990312164,0.6193039110154288
212d,1.9,17.86,,,2.0765078895856917,1995.0,False,19.560783110832816,23.67962982944963,1995-06-26,BIOPHYS J,0006-3495,0.3646692979308695,0.2095443128812343,0.24901327592393255,0.46142805884463584
222d,1.9,4.62,,,1.5162089098623142,1995.0,False,18.789374102875264,22.719084551883938,1995-06-26,BIOPHYS J,0006-3495,0.5529840928118647,0.34266236096160746,0.589881593110872,0.6533907427341227
220d,2.0,56.96,,,3.6748688592905054,1995.0,False,22.13289048699845,26.896942099673485,1995-06-26,BIOPHYS J,0006-3495,0.15069967707212056,0.03085755292429135,0.04198062432723358,0.08324363114459993
221d,1.9,58.73,,,3.8060712809221187,1995.0,False,21.9420131829797,26.644696709669383,1995-06-26,BIOPHYS J,0006-3495,0.1546465733763904,0.02834589163975601,0.043774668101901684,0.07588805166846072
213d,1.6,0.0,,,0.0,1995.0,False,16.3,20.031924519034057,1995-06-28,BIOPHYS J,0006-3495,0.8391340748714269,0.7104413347685683,0.9702188733405095,0.9535342662360962
218d,2.25,20.83,,,0.0,1995.0,False,16.7,21.48800414785268,1995-07-18,BIOCHEMISTRY,0006-2960,0.5553761511780887,0.169178327951202,0.598313598851812,0.3887692859705777
217d,1.7,0.0,,,0.0,1995.0,False,15.9,19.762545275824692,1995-07-18,NAT STRUCT MOL BIOL,1072-8368,0.8424829565841406,0.7104413347685683,0.9720129171151776,0.9535342662360962
216d,1.73,0.0,,,0.0,1995.0,False,15.2,19.139802322007647,1995-07-18,NAT STRUCT MOL BIOL,1072-8368,0.8503767491926802,0.7104413347685683,0.9781126659490491,0.9535342662360962
223d,1.7,20.83,,,0.0,1995.0,False,18.683925142875523,22.764116667819952,1995-08-01,J MOL BIOL,0022-2836,0.5216481282143284,0.169178327951202,0.524578399712953,0.3887692859705777
224d,1.4,8.42,,,0.0,1995.0,False,22.010392997965297,27.400000000000002,1995-08-01,ACTA CRYST D,0907-4449,0.45604592752063144,0.20882669537136705,0.40365984930032295,0.46053103695730174
227d,2.2,5.02,,,0.0,1995.0,False,17.9,22.24958259877785,1995-08-08,BIOCHEMISTRY,0006-2960,0.6837100825260136,0.605848582705418,0.8096519555077144,0.8586293505561535
231d,2.4,7.17,,,2.128468360554699,1995.0,False,21.9,26.18018838309373,1995-08-25,BIOCHEMISTRY,0006-2960,0.3697524219590958,0.2802296376031575,0.25870111230714027,0.5676354503049874
